Compound,Date,Negative,Neutral,Positive,Source Account,Text
0.0,2018-06-11 01:24:46+00:00,0.0,1.0,0.0,@CBS,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8
0.4019,2018-06-11 01:24:12+00:00,0.0,0.838,0.162,@CBS,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka
0.9151,2018-06-11 01:19:59+00:00,0.0,0.543,0.457,@CBS,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK
0.6369,2018-06-11 01:12:31+00:00,0.0,0.625,0.375,@CBS,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards
0.1511,2018-06-11 01:08:28+00:00,0.0,0.898,0.102,@CBS,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO
0.1531,2018-06-11 01:08:24+00:00,0.0,0.852,0.148,@CBS,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi
0.8834,2018-06-11 01:02:47+00:00,0.0,0.437,0.563,@CBS,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE
0.0,2018-06-11 00:58:06+00:00,0.0,1.0,0.0,@CBS,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6
0.2714,2018-06-11 00:52:34+00:00,0.0,0.793,0.207,@CBS,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards
0.0,2018-06-11 00:51:11+00:00,0.0,1.0,0.0,@CBS,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi
0.8883,2018-06-11 00:50:18+00:00,0.0,0.433,0.567,@CBS,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5
0.9134,2018-06-11 00:45:14+00:00,0.0,0.387,0.613,@CBS,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT
0.0,2018-06-11 00:44:36+00:00,0.0,1.0,0.0,@CBS,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv
0.25,2018-06-11 00:35:41+00:00,0.0,0.92,0.08,@CBS,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…"
0.4588,2018-06-11 00:34:45+00:00,0.0,0.85,0.15,@CBS,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc
0.0,2018-06-11 00:31:28+00:00,0.0,1.0,0.0,@CBS,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N"
0.3612,2018-06-11 00:27:42+00:00,0.0,0.737,0.263,@CBS,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards
0.8908,2018-06-11 00:27:00+00:00,0.0,0.43,0.57,@CBS,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs
0.0,2018-06-11 00:24:31+00:00,0.0,1.0,0.0,@CBS,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d
0.0,2018-06-11 00:22:15+00:00,0.0,1.0,0.0,@CBS,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla
0.6369,2018-06-11 00:22:15+00:00,0.0,0.588,0.412,@CBS,RT @misschae: I love theatre so much. #TonyAwards
0.0,2018-06-11 00:18:16+00:00,0.0,1.0,0.0,@CBS,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF
0.6369,2018-06-11 00:13:27+00:00,0.0,0.756,0.244,@CBS,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards"
0.8834,2018-06-11 00:12:31+00:00,0.0,0.437,0.563,@CBS,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP
0.6696,2018-06-11 00:06:39+00:00,0.0,0.64,0.36,@CBS,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards"
0.3182,2018-06-11 00:04:15+00:00,0.0,0.85,0.15,@CBS,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO
0.0,2018-06-10 23:59:00+00:00,0.0,1.0,0.0,@CBS,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN
0.4374,2018-06-10 23:18:15+00:00,0.0,0.855,0.145,@CBS,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc
0.0,2018-06-10 22:01:25+00:00,0.0,1.0,0.0,@CBS,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe"
0.4184,2018-06-10 15:00:01+00:00,0.0,0.843,0.157,@CBS,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT
0.68,2018-06-09 21:00:02+00:00,0.0,0.763,0.237,@CBS,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS
0.0,2018-06-09 16:00:00+00:00,0.0,1.0,0.0,@CBS,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6
0.296,2018-06-08 19:46:17+00:00,0.0,0.82,0.18,@CBS,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY
0.0,2018-06-08 15:00:03+00:00,0.0,1.0,0.0,@CBS,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ
0.9078,2018-06-08 13:58:15+00:00,0.0,0.564,0.436,@CBS,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT"
0.3612,2018-06-07 17:03:26+00:00,0.0,0.872,0.128,@CBS,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F"
0.2732,2018-06-06 21:00:24+00:00,0.105,0.719,0.176,@CBS,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y
0.3595,2018-06-06 00:08:30+00:00,0.0,0.872,0.128,@CBS,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…"
-0.4404,2018-06-05 22:23:35+00:00,0.177,0.723,0.1,@CBS,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…"
0.4574,2018-06-05 22:12:28+00:00,0.0,0.824,0.176,@CBS,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY
0.5093,2018-06-05 19:00:02+00:00,0.0,0.845,0.155,@CBS,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB
0.0,2018-06-05 15:04:41+00:00,0.0,1.0,0.0,@CBS,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t"
0.0,2018-06-04 17:00:00+00:00,0.0,1.0,0.0,@CBS,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq"
-0.3903,2018-06-01 17:39:17+00:00,0.131,0.807,0.062,@CBS,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO"
0.8442,2018-06-01 17:00:03+00:00,0.0,0.664,0.336,@CBS,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C
0.8932,2018-05-31 23:50:00+00:00,0.0,0.545,0.455,@CBS,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e"
0.4926,2018-05-30 15:07:34+00:00,0.0,0.849,0.151,@CBS,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9"
0.0,2018-05-28 21:00:01+00:00,0.0,1.0,0.0,@CBS,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF"
0.0,2018-05-28 02:08:19+00:00,0.0,1.0,0.0,@CBS,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…
0.6239,2018-05-23 23:07:38+00:00,0.0,0.797,0.203,@CBS,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ
0.5859,2018-05-23 19:02:43+00:00,0.0,0.826,0.174,@CBS,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…"
0.1139,2018-05-22 23:19:40+00:00,0.0,0.917,0.083,@CBS,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C
0.0,2018-05-22 20:02:22+00:00,0.0,1.0,0.0,@CBS,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17"
0.0,2018-05-21 23:00:01+00:00,0.0,1.0,0.0,@CBS,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc
0.3382,2018-05-20 20:00:00+00:00,0.061,0.808,0.131,@CBS,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl
-0.743,2018-06-28 20:34:48+00:00,0.24,0.76,0.0,@CNN,"RT @CNNMoney: JUST IN: Deutsche Bank was the only major financial institution to fail the Federal Reserve's annual stress text exam, dealin…"
-0.6369,2018-06-28 20:34:24+00:00,0.366,0.634,0.0,@CNN,Democrats badly underestimated Trump | By Julian Zelizer via @CNNOpinion https://t.co/ZHDPBcb2WQ https://t.co/kkTDmNfr8S
-0.3182,2018-06-28 20:26:07+00:00,0.223,0.777,0.0,@CNN,The Democrats' lost generation | Analysis by @CillizzaCNN https://t.co/1cNQbfhLxK https://t.co/yS6DdvsDph
0.0516,2018-06-28 20:17:51+00:00,0.08,0.799,0.122,@CNN,"RT @CNNMoney: Dow closes up 98 points, S&amp;P 500 up 0.6%, Nasdaq up 0.8%. Walgreens loses almost 10%, CVS drops 6% after Amazon agrees to buy…"
0.0,2018-06-28 20:06:38+00:00,0.0,1.0,0.0,@CNN,"The shooting in Annapolis, Maryland, was in the Capital Gazette's newsroom, a law enforcement source tells CNN https://t.co/r1GLgp7KvT"
-0.6249,2018-06-28 20:02:58+00:00,0.298,0.702,0.0,@CNN,About 100 people were arrested in an immigration protest on Capitol Hill https://t.co/lrK8Z9R8xA https://t.co/bL3eLcGi0p
0.0,2018-06-28 19:49:27+00:00,0.0,1.0,0.0,@CNN,"A law enforcement official tells CNN that one person is in custody, believed to be a shooter at the Capital Gazette… https://t.co/tNDWpG7zcr"
0.0,2018-06-28 19:32:17+00:00,0.0,1.0,0.0,@CNN,BREAKING: A reporter with the Capital Gazette newspaper said multiple people have been shot at its office in Annapo… https://t.co/lKLl81HMgk
0.5106,2018-06-28 19:17:15+00:00,0.0,0.845,0.155,@CNN,"President Trump just called the forthcoming Foxconn plant in Mt. Pleasant, Wisconsin, ""the eighth wonder of the wor… https://t.co/YmAJS0Xh0i"
0.0772,2018-06-28 19:13:32+00:00,0.0,0.894,0.106,@CNN,France is bringing back mandatory national service for all 16-year-olds https://t.co/Q2fI1U6EtV https://t.co/KVWGg9MvkE
0.6249,2018-06-28 19:02:55+00:00,0.0,0.814,0.186,@CNN,"President Trump mentioned his ""Make America Great Again"" slogan and hats while speaking in Wisconsin.

In 2020, he… https://t.co/EH3Jc28Inw"
0.0,2018-06-28 18:56:07+00:00,0.0,1.0,0.0,@CNN,Sen. Chuck Schumer has introduced a new bill to decriminalize and regulate marijuana at the federal level… https://t.co/IrA75BYgGq
0.0,2018-06-28 18:51:00+00:00,0.0,1.0,0.0,@CNN,Conversations around IUDs and other long-term birth control spiked on Twitter after Anthony Kennedy announced his r… https://t.co/EWpPeNTr3X
-0.5106,2018-06-28 18:40:06+00:00,0.281,0.719,0.0,@CNN,Intrigue and uncertainty loom over Trump-Putin summit | Analysis by CNN's @StCollinson https://t.co/NWn6QhkmXl https://t.co/tYN0sAezzx
0.0,2018-06-28 18:35:57+00:00,0.0,1.0,0.0,@CNN,"After Hurricane Maria, Puerto Rico is pushing for statehood by 2021 https://t.co/XpQ78z1Sf0 https://t.co/kxVtpAD62n"
-0.4939,2018-06-28 18:22:35+00:00,0.242,0.758,0.0,@CNN,German police are investigating 21 deaths linked to poisoned sandwiches https://t.co/S5hQZaD9uf
0.8402,2018-06-28 18:11:17+00:00,0.0,0.667,0.333,@CNN,President Trump's nominee to replace Justice Anthony Kennedy on the Supreme Court is poised to come closer to an el… https://t.co/CXN7E8ZFoU
0.0,2018-06-28 18:00:42+00:00,0.0,1.0,0.0,@CNN,"This 6-year-old protester in Texas has a message for the adults: ""Kids need their parents"" https://t.co/xFaq5KnR44 https://t.co/wFFi2OIZMS"
0.0,2018-06-28 17:46:47+00:00,0.0,1.0,0.0,@CNN,"The mayor of a Pittsburgh suburb is facing a backlash after she urged police in a Facebook post to ""bring the hoses… https://t.co/oxcWlYASvG"
0.0,2018-06-28 17:35:44+00:00,0.0,1.0,0.0,@CNN,A Neolithic trackway dating to 2300 BC was uncovered in a nondescript field on the east coast of England… https://t.co/rU2GTSEGSk
0.1531,2018-06-28 17:24:51+00:00,0.0,0.904,0.096,@CNN,"In an emotional moment, a protester in Milwaukee explains why she's demonstrating against Trump’s immigration polic… https://t.co/xvxHNiTNNO"
0.0,2018-06-28 17:09:09+00:00,0.0,1.0,0.0,@CNN,Oil prices have spiked 13% in a week. What's going on?https://t.co/b8ZRgjpzjY https://t.co/2khxhdZ9WP
0.0,2018-06-28 17:00:00+00:00,0.0,1.0,0.0,@CNN,"Spider-Man, Captain America, and other superheroes dropped by a children's hospital in Iowa to give the kids a thri… https://t.co/QODJfT941e"
0.3612,2018-06-28 16:54:26+00:00,0.0,0.878,0.122,@CNN,It could take three years for new Chipotle menu items like quesadillas and milkshakes to roll out nationally… https://t.co/kW6yjU7fP3
-0.113,2018-06-28 16:40:22+00:00,0.203,0.611,0.186,@CNN,"Inspired by first lady Melania Trump's ""I really don't care"" jacket, protesters in Washington are firing back to sa… https://t.co/Ueadj4xXqY"
0.2732,2018-06-28 16:26:51+00:00,0.0,0.89,0.11,@CNN,"Former Fox News president Bill Shine has accepted a senior position in the Trump administration, a source with know… https://t.co/ekabuZuCbB"
0.5423,2018-06-28 16:13:50+00:00,0.0,0.769,0.231,@CNN,A new formulation of a drug that prevents excessive bleeding after childbirth could save thousands of women's lives… https://t.co/Wdqfw5UdsE
0.0,2018-06-28 16:00:56+00:00,0.0,1.0,0.0,@CNN,This Idaho man quit his high-paying job to build beds for kids who sleep on the floor https://t.co/WROTyPrm2j https://t.co/rhJCBtI0Km
-0.5574,2018-06-28 15:48:20+00:00,0.175,0.825,0.0,@CNN,Listen to a phone call between a distraught 7-year-old immigrant child and his mother in a recording that was obtai… https://t.co/HlVsilzCG7
-0.3597,2018-06-28 15:36:18+00:00,0.143,0.857,0.0,@CNN,Trump's 54 most outrageously over-the-top lines from his North Dakota speech | Analysis by Chris Cillizza… https://t.co/6BhgEGS4zP
-0.8126,2018-06-28 15:29:47+00:00,0.261,0.739,0.0,@CNN,Mexico goes to the polls this weekend. This story has been updated to say that the 132 people killed in attacks ahe… https://t.co/UbFN1uGdgX
-0.2732,2018-06-28 15:24:40+00:00,0.149,0.851,0.0,@CNN,"San Francisco families earning $117,400 a year are now considered ""low income"" https://t.co/WIR55fRm7I https://t.co/EqtgzUfb8K"
0.0258,2018-06-28 15:13:13+00:00,0.142,0.628,0.23,@CNN,"A top aide to Virginia GOP Senate nominee Corey Stewart has shared a number of conspiracy theories on social media,… https://t.co/Zsj8hXiEE7"
-0.25,2018-06-28 14:59:48+00:00,0.133,0.867,0.0,@CNN,Women's March organizers are holding a protest against the family separation policy in Washington… https://t.co/ceJUzWGNGR
0.0,2018-06-28 14:56:22+00:00,0.0,1.0,0.0,@CNN,UK lawmakers delivered a stark assessment of the conduct of British spies and their US allies in the decade after 9… https://t.co/YwJNqxIse5
0.6369,2018-06-28 14:44:47+00:00,0.0,0.781,0.219,@CNN,Separating children from their families is part of America's legacy | By David A. Love via @CNNOpinion
0.0,2018-06-28 14:40:00+00:00,0.0,1.0,0.0,@CNN,New York congressional candidate Alexandria Ocasio-Cortez responds to Sen. Mitch McConnell’s comment that her prima… https://t.co/1wQqoUAPut
-0.5574,2018-06-28 14:34:01+00:00,0.205,0.795,0.0,@CNN,This is how the Trump travel ban is affecting families across the globe https://t.co/G2AZj1DUnq https://t.co/xZOu0S1BNK
0.0,2018-06-28 14:21:40+00:00,0.0,1.0,0.0,@CNN,"Toyota says the Camry will cost $1,800 more to make if the Trump administration goes through with an auto tariff… https://t.co/AueDQ4DtHB"
-0.4588,2018-06-28 14:20:00+00:00,0.158,0.842,0.0,@CNN,"When a customer began choking on his food, a quick-thinking employee at a Chick-fil-A in Austin, Texas, jumped into… https://t.co/OThoJjFJIL"
0.5574,2018-06-28 14:10:55+00:00,0.0,0.816,0.184,@CNN,Flyers were placed on vehicles outside a sheriff's office. One tested positive for traces of a deadly opioid. https://t.co/OTJtt4zw8Q
-0.2263,2018-06-28 14:00:21+00:00,0.112,0.888,0.0,@CNN,Federal law enforcement officers have begun removing protesters encamped outside a US Immigration and Customs Enfor… https://t.co/6dXmQCnTDK
0.7506,2018-06-28 13:46:17+00:00,0.0,0.686,0.314,@CNN,"The Supreme Court's union decision is a real opportunity for education reform, writes @JebBush for @CNNOpinion… https://t.co/e5Nzv9RSlW"
0.5859,2018-06-28 13:36:00+00:00,0.0,0.678,0.322,@CNN,How Chipotle plans to win you back https://t.co/mn5yBzAzf2 https://t.co/oveXGfRqvP
0.0,2018-06-28 13:19:49+00:00,0.0,1.0,0.0,@CNN,Foxconn breaking ground on Wisconsin plant it received $4 billion to build https://t.co/wWI68wSBNy
0.1779,2018-06-28 13:07:23+00:00,0.0,0.898,0.102,@CNN,Amazon is buying online pharmacy PillPack -- a move that could disrupt the drug store business https://t.co/zGSm8UMnsT
0.0,2018-06-28 12:42:56+00:00,0.0,1.0,0.0,@CNN,"RT @NewDay: ""Russia did meddle in our election, Russia meddles in elections all over the world,"" says Republican Rep. Matt Gaetz: ""Vladimir…"
0.0,2018-06-28 12:40:22+00:00,0.0,1.0,0.0,@CNN,Trump's legacy just got exponentially more consequential | Analysis by Stephen Collinson https://t.co/5wZQnBrLoh https://t.co/p1Ufiw7WdC
0.0,2018-06-28 12:30:19+00:00,0.0,1.0,0.0,@CNN,"RT @NewDay: Sen. Richard Blumenthal on SCOTUS: ""The American people really deserve a voice in this decision... I've never seen a time when…"
0.0,2018-06-28 12:17:19+00:00,0.0,1.0,0.0,@CNN,"JUST IN: US President Trump and Russian President Putin will meet on July 16 in Helsinki, Finland, 4 days after NAT… https://t.co/drY5wXCQfB"
0.0,2018-06-28 12:14:29+00:00,0.0,1.0,0.0,@CNN,Kentucky's sweeping Medicaid work requirement experiment is about to begin https://t.co/PKITF5sQn8
0.6124,2018-06-28 12:11:00+00:00,0.0,0.818,0.182,@CNN,"""Korea, brother, you're now Mexican."" Hundreds of jubilant Mexican soccer fans rushed to the South Korean embassy i… https://t.co/IoaPduav1l"
0.34,2018-06-28 12:05:29+00:00,0.0,0.888,0.112,@CNN,"RT @NewDay: New York congressional candidate Alexandria Ocasio-Cortez says Democrats ""should be unafraid to play hardball"" over the new Sup…"
0.6124,2018-06-28 11:57:14+00:00,0.0,0.818,0.182,@CNN,"""Korea, brother, you're now Mexican."" Hundreds of jubilant Mexican soccer fans rushed to the South Korean embassy i… https://t.co/QiMIop9rCv"
0.0,2018-06-28 11:46:37+00:00,0.0,1.0,0.0,@CNN,Yet another sign that San Francisco's housing market is out of control https://t.co/i0FBnDeejx https://t.co/SY3RpZhA1s
0.5859,2018-06-28 11:35:40+00:00,0.0,0.678,0.322,@CNN,How Chipotle plans to win you back https://t.co/kzrAQpQtye https://t.co/R01yueyNjh
0.2023,2018-06-28 11:24:59+00:00,0.0,0.893,0.107,@CNN,"Top Huawei exec blasts Senator Marco Rubio and another US lawmaker as ""closed-minded and ill-informed""… https://t.co/6TJMURgbLv"
-0.5267,2018-06-28 11:14:44+00:00,0.175,0.825,0.0,@CNN,"Democrats are in danger of going too far left for 2018, writes Joe Cunningham for @CNNOpinion… https://t.co/8CW4Z4QnRn"
0.0,2018-06-28 11:04:31+00:00,0.0,1.0,0.0,@CNN,Bernie Sanders is hosting a town hall for workers. Their CEOs are invited. https://t.co/hn2D31Mvpg https://t.co/RL9iPbh9ur
-0.1531,2018-06-28 10:46:07+00:00,0.082,0.918,0.0,@CNN,Britain's Queen Elizabeth II will miss a service on Thursday at London's St. Paul's Cathedral because she is feelin… https://t.co/3zy75SSNAV
-0.5574,2018-06-28 10:40:00+00:00,0.277,0.723,0.0,@CNN,Another church in Spain has fallen victim to a well-intentioned restorer https://t.co/mMYCivfD7f VIA @CNNStyle https://t.co/ArcV9HzMWb
-0.2023,2018-06-28 10:39:04+00:00,0.13,0.87,0.0,@CNN,700 empty Toys 'R' Us stores. Who's going to fill them? https://t.co/YAgdobVlaz https://t.co/Upu0sIrC0e
-0.6249,2018-06-28 10:29:44+00:00,0.24,0.76,0.0,@CNN,New Banksy-style Paris street art places a spotlight on Europe's migrant crisis https://t.co/htvzzDc8KT via… https://t.co/jSlI0izQZx
-0.5187,2018-06-28 10:05:05+00:00,0.165,0.835,0.0,@CNN,"A Texas man known as the ""ice pick killer"" had asked to be executed using gas or a firing squad, but was put to dea… https://t.co/DEBG69XB4p"
0.0,2018-06-28 09:50:26+00:00,0.0,1.0,0.0,@CNN,"Just 23% of US adults get enough exercise, new data says https://t.co/DVUlNSjV90 https://t.co/DGbrE8BSbY"
-0.4588,2018-06-28 09:25:26+00:00,0.188,0.812,0.0,@CNN,Democrats: Don't jump to conclusions about Rep. Joe Crowley's defeat https://t.co/Z2WbQKpJrw (via @CNNOpinion) https://t.co/kq15oC4hze
-0.5423,2018-06-28 09:00:45+00:00,0.2,0.8,0.0,@CNN,"President Trump calls Rep. Joe Crowley a ""slovenly man"" who ""got his ass kicked"" https://t.co/fcdn6gFVZ7 https://t.co/Cs828OXiKS"
-0.296,2018-06-28 08:36:06+00:00,0.104,0.896,0.0,@CNN,"Dive operations at a cave in northern Thailand, where 12 young soccer players and their coach are missing, have bee… https://t.co/FxSYSRdBLI"
0.0,2018-06-28 08:24:06+00:00,0.0,1.0,0.0,@CNN,How Pyongyang's buildings reveal a nuanced visual history of the city https://t.co/k0zeBjclJo vai @CNNStyle https://t.co/EUrKFkSSmi
-0.6908,2018-06-28 08:11:56+00:00,0.239,0.761,0.0,@CNN,"A 77-year-old retirement home resident who shot firefighters was trying to kill his neighbor, prosecutors say… https://t.co/53R72JRztL"
-0.2144,2018-06-28 07:47:06+00:00,0.085,0.915,0.0,@CNN,"Not only did the German team crash out of the #WorldCup on Wednesday, but Angela Merkel is also facing a make-or-br… https://t.co/sxDt6YuFMn"
-0.34,2018-06-28 07:46:33+00:00,0.196,0.67,0.134,@CNN,Authorities identified a 22-year-old man as a person of interest in the killing of rapper XXXTentacion earlier this… https://t.co/yuV5nlLkpZ
-0.1027,2018-06-28 07:40:05+00:00,0.072,0.928,0.0,@CNN,A search is underway in Australia for man wanted for questioning after the discovery of a decomposing body found st… https://t.co/XrlAXaq2Jz
0.6124,2018-06-28 07:19:03+00:00,0.0,0.818,0.182,@CNN,"""Korea, brother, you're now Mexican."" Hundreds of jubilant Mexican soccer fans rushed to the South Korean embassy i… https://t.co/lxIWcwSWXx"
0.0,2018-06-28 07:12:25+00:00,0.0,1.0,0.0,@CNN,Why I'm burying a beer can in the backyard https://t.co/X95VMvjznz (via @CNNOpinion) https://t.co/Iw1vUxA86U
0.0,2018-06-28 06:30:11+00:00,0.0,1.0,0.0,@CNN,Watchdog to investigate child migrant housing facilities https://t.co/IofTc4Ylkl https://t.co/uOSTnVN6nW
0.0,2018-06-28 06:20:48+00:00,0.0,1.0,0.0,@CNN,"Do you know how much ""space grease"" is in the Milky Way? 

10 billion trillion trillion tonnes, scientists estimate… https://t.co/djvfeLeqXR"
0.5574,2018-06-28 06:00:03+00:00,0.0,0.69,0.31,@CNN,5 Kennedy-authored Supreme Court rulings that changed America https://t.co/xPp7VnTQyF https://t.co/7kBsnG7ATQ
0.5859,2018-06-28 05:30:14+00:00,0.0,0.678,0.322,@CNN,How Chipotle plans to win you back https://t.co/QEEO92wNdW https://t.co/TcMT0qXbWq
0.0,2018-06-28 05:15:04+00:00,0.0,1.0,0.0,@CNN,"What Anthony Kennedy's retirement means for abortion, same-sex marriage, affirmative action and the future of the S… https://t.co/lh30W0I4Ak"
0.0,2018-06-28 05:00:12+00:00,0.0,1.0,0.0,@CNN,"Here's what you need to know about the largest election in Mexico's history, with more than 3,000 posts at stake… https://t.co/V0UVDyKI2Q"
0.2263,2018-06-28 04:45:11+00:00,0.119,0.699,0.182,@CNN,"Trump-Mattis dynamic raises questions about rift, anxiety at the Pentagon https://t.co/P1KCxeaqeP https://t.co/9545msacDm"
0.0,2018-06-28 04:30:09+00:00,0.0,1.0,0.0,@CNN,Democrats take big step towards a smaller role for superdelegates https://t.co/yYIcvKyg4e https://t.co/NDL2YKJoxi
0.0,2018-06-28 04:15:08+00:00,0.0,1.0,0.0,@CNN,Nancy Pelosi would set a different kind of record if she could become speaker again https://t.co/4JsICLPmaU https://t.co/kiD2hvnTiJ
0.6249,2018-06-28 04:00:06+00:00,0.0,0.702,0.298,@CNN,"The Department of Homeland Security asks Pentagon to help house 12,000 migrants https://t.co/I4YP5UvyGi https://t.co/qMv6OGyMwi"
0.0,2018-06-28 03:45:08+00:00,0.0,1.0,0.0,@CNN,Yet another sign that San Francisco's housing market is out of control https://t.co/NAQvDDNmCK https://t.co/n6FgPyfbfa
0.0,2018-06-28 03:30:15+00:00,0.0,1.0,0.0,@CNN,Britain's royal family made even more money in 2017 https://t.co/Sv5RHDe7Ud https://t.co/4jbRSTz7rL
0.0,2018-06-28 03:15:08+00:00,0.0,1.0,0.0,@CNN,A guide to Rajasthan's color-coded royal cities https://t.co/8tQ6FYfQrn https://t.co/ngUojMOxFS
0.0,2018-06-28 03:00:19+00:00,0.0,1.0,0.0,@CNN,Trump and Putin are meeting. What could possibly go wrong?https://t.co/3CKhQUQcrT (via @CNNOpinion) https://t.co/5OObU5dVfc
