Compound,Date,Negative,Neutral,Positive,Source Account,Text
-0.5574,2018-06-28 02:45:05+00:00,0.217,0.783,0.0,@CNN,This is how the travel ban is impacting families near and far https://t.co/kFp8LlZZqC https://t.co/AzjoIKKFtq
-0.5267,2018-06-28 02:30:07+00:00,0.175,0.825,0.0,@CNN,"Democrats are in danger of going too far left for 2018, writes Joe Cunningham for @CNNOpinion… https://t.co/5t5TFUhaq7"
0.0,2018-06-28 02:21:57+00:00,0.0,1.0,0.0,@CNN,RT @CuomoPrimeTime: DNC Chair @TomPerez: Dems can “absolutely” retake the Senate #CuomoPrimeTime https://t.co/ZO8ELDK9dK https://t.co/qdfxz…
-0.6124,2018-06-28 02:19:54+00:00,0.208,0.792,0.0,@CNN,"RT @CuomoPrimeTime: “It’s not a trophy, its the future of America.” 

Democrat Sen. @AmyKlobuchar’s warning on the coming fight in the Sena…"
0.0,2018-06-28 02:18:40+00:00,0.0,1.0,0.0,@CNN,RT @CuomoPrimeTime: GOP @SenJohnKennedy tells @ChrisCuomo he believes Senate Majority Leader McConnell will manage to rally Republicans to…
-0.4588,2018-06-28 02:15:05+00:00,0.188,0.812,0.0,@CNN,Democrats: Don't jump to conclusions about Rep. Joe Crowley's defeat https://t.co/i5pQTQtHBT (via @CNNOpinion) https://t.co/vyriQYZHJq
0.5574,2018-06-28 02:00:21+00:00,0.0,0.783,0.217,@CNN,Supreme Court won't have the last word on worker rights https://t.co/WwDXEZk2t2 (via @CNNOpinion) https://t.co/D172EA0VGr
0.4939,2018-06-28 01:45:06+00:00,0.0,0.714,0.286,@CNN,How a rap lyric inspired a multimillion-dollar online platform https://t.co/8Cuwc2qHuR https://t.co/mvY9eVjFp1
-0.5423,2018-06-28 01:35:05+00:00,0.2,0.8,0.0,@CNN,"President Trump calls Rep. Joe Crowley a ""slovenly man"" who ""got his ass kicked"" https://t.co/zDtfWluoaS https://t.co/69YjlWrecr"
0.1796,2018-06-28 01:30:09+00:00,0.158,0.644,0.199,@CNN,"Justice Anthony Kennedy's departure is deeply worrying, writes Richard Lazarus for @CNNOpinion… https://t.co/AwgeJSjFHU"
0.6808,2018-06-28 01:25:03+00:00,0.0,0.763,0.237,@CNN,"President Trump says Justice Kennedy's retirement ""makes the issue of Senate control one of the vital issues of our… https://t.co/mhMFWjveYE"
0.0,2018-06-28 20:04:15+00:00,0.0,1.0,0.0,@FOXTV,RT @STAR: Take 3 is back for Season 3️⃣ — September 26 at 9/8c on @FOXTV! #STAR https://t.co/uymS9dcN82
-0.4019,2018-06-28 20:03:59+00:00,0.13,0.87,0.0,@FOXTV,RT @HellsKitchenFOX: Tensions will boil over when an all-new season of #HellsKitchen premieres September 28 on @FOXTV. 🌡 https://t.co/a1gIv…
0.0,2018-06-28 20:03:25+00:00,0.0,1.0,0.0,@FOXTV,RT @LastManStanding: The wait is OVER. 🙌 #LastManStanding premieres September 28 at 8/7c on @FOXTV. https://t.co/2GthMjZwuP
0.0,2018-06-28 20:03:13+00:00,0.0,1.0,0.0,@FOXTV,RT @EmpireFOX: We're living for Season 5. #Empire returns to @FOXTV on September 26! 🙌 https://t.co/3XVaJntXPO
0.0,2018-06-28 18:01:43+00:00,0.0,1.0,0.0,@FOXTV,RT @ResidentFOX: Season 2 is on the way. #CoNic is back September 24! #TheResident https://t.co/Mh9uynKo70
0.6892,2018-06-28 18:01:26+00:00,0.0,0.794,0.206,@FOXTV,RT @shuffldEN: Great news! Family Guy will be back for a 17th season premiering on September 30 on @FOXTV! https://t.co/M6acgwGZCn
0.4199,2018-06-28 18:01:09+00:00,0.0,0.851,0.149,@FOXTV,"RT @TheCoolKidsFOX: Get your jello (shots) ready — #TheCoolKids premieres Friday, September 28 on @FOXTV! 🙌 https://t.co/5KoMCTzbC1"
0.4574,2018-06-28 18:00:57+00:00,0.0,0.864,0.136,@FOXTV,RT @RelOnFOX: Are you ready?! A special preview of #Rel will be airing on September 9 immediately following @NFL on @FOXTV. https://t.co/3x…
-0.7684,2018-06-28 17:00:00+00:00,0.184,0.816,0.0,@FOXTV,"You may have to shield your eyes when you look at the Sun, but the ozone layer shields us from the worst of the Sun… https://t.co/6qRFLJmsGd"
0.4003,2018-06-28 13:23:00+00:00,0.0,0.828,0.172,@FOXTV,💪 #TheFour are giving it all they've got  — tonight at 8/7c! 🎤👊 https://t.co/YrzNLi3ZxC
0.0,2018-06-27 23:33:00+00:00,0.0,1.0,0.0,@FOXTV,Last night's #LoveConnection was a HEAD TURNER. 😳 Catch all the drama now: https://t.co/4fpmv5etQW https://t.co/27vP5vssYm
0.4019,2018-06-27 21:36:42+00:00,0.0,0.828,0.172,@FOXTV,RT @manda32506: @TheFourOnFOX wish #TheFour was on twice a week waiting a hole 7 days is ruff😁
0.0,2018-06-27 21:16:49+00:00,0.0,1.0,0.0,@FOXTV,RT @TheFourOnFOX: TFW your boss emails you at 5pm. #TheFour https://t.co/LxapqEtigz
0.69,2018-06-27 21:14:44+00:00,0.0,0.552,0.448,@FOXTV,Party at Donna and Ryan's! 🎉 #BeatShazam https://t.co/uFzP9v8TGa
0.0,2018-06-27 21:13:45+00:00,0.0,1.0,0.0,@FOXTV,"RT @GordonRamsay: Watch out America, I'll be back for more.....#24HoursFOX https://t.co/VoGzdBRj2E"
0.1139,2018-06-27 21:03:00+00:00,0.0,0.917,0.083,@FOXTV,"Don't miss a ⚽️-themed episode of #MasterChef with US soccer legend and @FOXSports analyst @AlexiLalas, tonight at… https://t.co/30EOVj8OoG"
-0.1511,2018-06-27 16:32:00+00:00,0.081,0.919,0.0,@FOXTV,😷 @GordonRamsay faces his toughest restaurant yet — tonight at 9/8c! #24HoursFOX 😷 https://t.co/UjunfgIzJm
-0.5267,2018-06-27 13:00:00+00:00,0.159,0.841,0.0,@FOXTV,Here's a hint to where life on Earth would be trapped if the ozone layer didn't exist: 🌊🌊 #OneStrangeRock https://t.co/ZyztySXazO
0.6954,2018-06-26 21:38:53+00:00,0.0,0.84,0.16,@FOXTV,RT @gfunc76: All 4 of the contestants that’s on #TheFour⁠ ⁠right now are so amazingly talented!!! 🙌🏼 James ~ Jesse ~ Whitney ~ Sharaya 🎶
0.5349,2018-06-26 21:38:04+00:00,0.0,0.839,0.161,@FOXTV,RT @Andy: Who's going to watch @LoveConnection tonight @FOXTV?? Find out at 9/8c if a true #loveconnection is made! https://t.co/3fG4rI0XCs
0.8338,2018-06-26 21:04:00+00:00,0.0,0.504,0.496,@FOXTV,RT to bless someone's feed with this adorable fam. ✨ #TheFour https://t.co/xDkpyi3cbN
0.0258,2018-06-26 19:57:26+00:00,0.151,0.692,0.157,@FOXTV,RT @TheFourOnFOX: When you're taking that 🔥 selfie after getting ready. #TheFour https://t.co/bH9RxJaYy0
0.8172,2018-06-26 19:56:54+00:00,0.0,0.694,0.306,@FOXTV,"RT @IrvinB_89: I have to say, Jesse earned my respect singing ""you are so beautiful"", he did a great vocal! #TheFour"
0.7184,2018-06-26 19:55:29+00:00,0.0,0.571,0.429,@FOXTV,RT @jewelbethbasham: Watching @MASTERCHEFonFOX to get inspired for dinner lol.
0.0,2018-06-26 19:55:22+00:00,0.0,1.0,0.0,@FOXTV,@GhostedonFOX Mood.
0.0258,2018-06-26 19:55:15+00:00,0.179,0.636,0.185,@FOXTV,RT @GhostedonFOX: When your friend gets back with their terrible ex. #Ghosted https://t.co/CyeND6w3Vf
0.8687,2018-06-26 17:04:00+00:00,0.0,0.565,0.435,@FOXTV,😆 Join in on the family fun tonight at 8/7c on #BeatShazam! 😆 https://t.co/gL5teuJHWC
0.4939,2018-06-26 13:30:00+00:00,0.0,0.714,0.286,@FOXTV,Friendly reminder that Take 3 slays. 💅 #STAR https://t.co/hey6vf2YJb
0.0,2018-06-25 23:30:00+00:00,0.0,1.0,0.0,@FOXTV,The Universe is home to infinite potential. Investigate the depths in the latest episode of #OneStrangeRock:… https://t.co/8gCHz9GUHW
0.0,2018-06-25 21:27:47+00:00,0.0,1.0,0.0,@FOXTV,RT @TeenChoiceFOX: The ultimate dance BOSS. 👊 Retweet to vote for @official_tWitch as #ChoiceDancer! #TeenChoice https://t.co/8d6xREbEH4
0.0,2018-06-25 21:25:57+00:00,0.0,1.0,0.0,@FOXTV,RT @TheFourOnFOX: Guys @Diddy got pipes. Who wants to see him sing on #TheFour stage!? #BilliAndDiddy https://t.co/BVXSiQwGKB
0.0,2018-06-25 21:25:32+00:00,0.0,1.0,0.0,@FOXTV,RT @24HoursFOX: Make plans to visit The Old Coffee Pot Restaurant on the latest #24HoursFOX now: https://t.co/TlLzMaIDJG https://t.co/owms0…
0.886,2018-06-25 20:57:00+00:00,0.0,0.49,0.51,@FOXTV,Honesty is the best policy and honestly you should watch #Ghosted: https://t.co/SFQwV2Uo6G https://t.co/iUEmcIsizg
-0.4215,2018-06-25 17:07:00+00:00,0.286,0.714,0.0,@FOXTV,Face your fears. 💪 #MondayMotivation #FamilyGuy https://t.co/cpvYRVQyCu
-0.2263,2018-06-25 13:06:00+00:00,0.142,0.769,0.089,@FOXTV,That late night feeling when you doze off and your alarm goes off. #LoveConnection https://t.co/99Gerng9pd
-0.3089,2018-06-25 03:10:00+00:00,0.158,0.842,0.0,@FOXTV,You don't need special 👓 to watch the latest #OneStrangeRock ANYTIME: https://t.co/LhnQNN7iAy https://t.co/TDun70Up07
0.0,2018-06-25 03:00:00+00:00,0.0,1.0,0.0,@FOXTV,That's sunset on this week's #OneStrangeRock. 🌅 See you next Sunday! https://t.co/Zp3o7UYWWS
0.0,2018-06-25 02:37:00+00:00,0.0,1.0,0.0,@FOXTV,Silicon Valley can't compete with our DNA. 🖥️ #OneStrangeRock https://t.co/P7xSGRE8wr
0.0,2018-06-25 02:24:00+00:00,0.0,1.0,0.0,@FOXTV,There's only one job requirement: you CAN'T be afraid heights. #OneStrangeRock https://t.co/lqwrG0hFe7
0.0,2018-06-25 02:00:00+00:00,0.0,1.0,0.0,@FOXTV,"West Coast, slither on over to watch a new #OneStrangeRock starting NOW! 🐍 https://t.co/rVmLeRdNkd"
0.4389,2018-06-25 00:01:00+00:00,0.0,0.879,0.121,@FOXTV,The stardust that came alive to make #OneStrangeRock is done for the day. Come back next Sunday at 7/6c for more! https://t.co/GF70dJCxO9
0.0,2018-06-24 23:58:27+00:00,0.0,1.0,0.0,@FOXTV,@JOSE97LUIS 👍👍 #OneStrangeRock
0.0,2018-06-24 23:58:21+00:00,0.0,1.0,0.0,@FOXTV,Anything is possible. 👽 #OneStrangeRock https://t.co/tzbmiFO5cH
-0.763,2018-06-24 23:57:58+00:00,0.423,0.447,0.13,@FOXTV,@AudVisuals They are truly exploring parts unknown! So crazy. 😱 #OneStrangeRock
0.0,2018-06-24 23:54:15+00:00,0.0,1.0,0.0,@FOXTV,An alien landscape right here on Earth. 🏊 #OneStrangeRock https://t.co/nzxTco1imr
0.6468,2018-06-24 23:51:50+00:00,0.0,0.539,0.461,@FOXTV,@MayowaSquared The most perfect concoction! #OneStrangeRock
0.0,2018-06-24 23:50:52+00:00,0.0,1.0,0.0,@FOXTV,@shalomshoshanna Earth is a trippy place! 🌏 #OneStrangeRock
0.4404,2018-06-24 23:47:41+00:00,0.0,0.707,0.293,@FOXTV,Only the strongest survive. 💪 #OneStrangeRock https://t.co/ecayBjAdrl
0.6588,2018-06-24 23:41:23+00:00,0.0,0.532,0.468,@FOXTV,@niceonemoe Awesome! Knowledge is power. #OneStrangeRock
0.4648,2018-06-24 23:40:52+00:00,0.0,0.725,0.275,@FOXTV,@AvengingKitty You speak the TRUTH. 🌏 #OneStrangeRock
0.8252,2018-06-24 23:40:15+00:00,0.0,0.662,0.338,@FOXTV,@O_D_E_L_L This episode is SO good. What has been your favorite scene so far? 🙌 #OneStrangeRock
0.0,2018-06-24 23:39:09+00:00,0.0,1.0,0.0,@FOXTV,@fishsticksfacey SAME. #OneStrangeRock
0.0,2018-06-24 23:36:13+00:00,0.0,1.0,0.0,@FOXTV,@MayowaSquared @NatGeo Spread the word! 🙌 #OneStrangeRock
-0.3404,2018-06-24 23:33:49+00:00,0.255,0.745,0.0,@FOXTV,@The6ixFan Couldn't agree more! 🌏 #OneStrangeRock
0.6114,2018-06-24 23:28:33+00:00,0.0,0.734,0.266,@FOXTV,@petite_savant The perfect way to spend your Sunday! 🌏 #OneStrangeRock
0.0,2018-06-24 23:27:56+00:00,0.0,1.0,0.0,@FOXTV,Can you guess what it is? #OneStrangeRock https://t.co/9D85XW0Q6H
0.6867,2018-06-24 23:27:26+00:00,0.0,0.518,0.482,@FOXTV,@Rell_Lauren UNREAL! He's so brave. #OneStrangeRock
-0.3164,2018-06-24 23:19:48+00:00,0.278,0.548,0.174,@FOXTV,@ericwojo The cave scene must have looked amazing on it! 😱 #OneStrangeRock
0.0,2018-06-24 23:17:24+00:00,0.0,1.0,0.0,@FOXTV,Earth: The largest experiment in the Universe. 🌎 #OneStrangeRock https://t.co/Elvqo1Cxtu
0.6239,2018-06-24 23:15:01+00:00,0.0,0.631,0.369,@FOXTV,@OutspokenE H2O for the win! 🙌 #OneStrangeRock
0.0,2018-06-24 23:13:58+00:00,0.0,1.0,0.0,@FOXTV,Don't. Look. Down. 😳 #OneStrangeRock https://t.co/kFpdRddwKW
0.4588,2018-06-24 23:12:23+00:00,0.0,0.571,0.429,@FOXTV,"@BakerFootball06 @NatGeo Breathtaking, right? #OneStrangeRock"
0.9134,2018-06-24 23:11:32+00:00,0.0,0.24,0.76,@FOXTV,@ericwojo Perfect timing! ✨ Truly fascinating information. #OneStrangeRock
0.0,2018-06-24 23:09:45+00:00,0.0,1.0,0.0,@FOXTV,@Jv19475513 We see what you did there! 🧗‍♂️ #OneStrangeRock
0.0,2018-06-24 23:08:31+00:00,0.0,1.0,0.0,@FOXTV,@ericwojo You can say that again! #OneStrangeRock
-0.2481,2018-06-24 23:06:56+00:00,0.249,0.751,0.0,@FOXTV,@AirEarthOcean1 Seriously! What can't he do? #OneStrangeRock
0.1695,2018-06-24 23:06:26+00:00,0.0,0.868,0.132,@FOXTV,"Never forget, you are literally made of stardust. 🌟 #OneStrangeRock https://t.co/AwCWZ3aTcz"
0.2732,2018-06-24 23:05:07+00:00,0.0,0.656,0.344,@FOXTV,@NEexpatriate @NatGeo Agreed. 🤯🤯🤯  #OneStrangeRock
0.0,2018-06-24 23:03:55+00:00,0.0,1.0,0.0,@FOXTV,@Lucifan_XD It really is! #OneStrangeRock
0.0,2018-06-24 23:03:27+00:00,0.0,1.0,0.0,@FOXTV,@BBlair06 Here we go! 🌏 #OneStrangeRock
0.0,2018-06-24 23:01:00+00:00,0.0,1.0,0.0,@FOXTV,Don't look away — #OneStrangeRock starts NOW! https://t.co/zogRAjwTIe
0.0,2018-06-24 19:25:00+00:00,0.0,1.0,0.0,@FOXTV,💃🏻🕺Finesse runs in the family. #BeatShazam 💃🏻🕺 https://t.co/VRTpIlDoHM
0.0,2018-06-24 16:30:00+00:00,0.0,1.0,0.0,@FOXTV,"If we take it back a billion years, we will discover that we're all related. Find out how on #OneStrangeRock tonigh… https://t.co/5Tmf14IPXB"
0.3802,2018-06-24 13:25:00+00:00,0.0,0.776,0.224,@FOXTV,Find out the truth tonight at 8/7c! 👀 #Ghosted https://t.co/zR0FF8SpyL
0.0,2018-06-23 21:05:00+00:00,0.0,1.0,0.0,@FOXTV,What do you think of @GordonRamsay's goatee? #24HoursFOX https://t.co/nYe97w0dq1
0.0,2018-06-23 18:04:00+00:00,0.0,1.0,0.0,@FOXTV,#NoContext #ScreamQueens https://t.co/xbhyoVHBQ4
0.6908,2018-06-23 14:00:02+00:00,0.0,0.725,0.275,@FOXTV,RT if you wish @oliverstarkk was behind your door this morning. 😍 #911onFOX https://t.co/GQGN2v8dwS
-0.0516,2018-06-22 21:09:00+00:00,0.107,0.893,0.0,@FOXTV,The exact moment you leave work. 🙌 #FridayFeeling #SYTYCD https://t.co/CMgGuvuJ6b
0.0,2018-06-22 18:45:51+00:00,0.0,1.0,0.0,@FOXTV,RT @BobsBurgersFOX: Incoming! 🍔 #FanArtFriday 🎨: @PTRTrick #BobsBurgers https://t.co/uF5OQtaw5D
0.0,2018-06-22 18:45:37+00:00,0.0,1.0,0.0,@FOXTV,RT @TheFourOnFOX: .@Sharaya_J put a major spin on @Migos this week! What do y'all think? #TheFour https://t.co/u0uYLkIu4w
0.0,2018-06-22 18:45:21+00:00,0.0,1.0,0.0,@FOXTV,😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱 https://t.co/agqZgyjEHF
0.7674,2018-06-22 18:25:09+00:00,0.0,0.647,0.353,@FOXTV,"Don't miss out on country music's biggest party! The @iHeartCountry Festival airs Sunday, August 5 at 8/7c. https://t.co/P0m8OFFRWz"
0.0,2018-06-22 16:29:00+00:00,0.0,1.0,0.0,@FOXTV,🚨This is not a drill! 🚨 Get your #TeenChoice votes in before it's too late! 👉 https://t.co/e5bAIYHA6U https://t.co/0R2XCv3lit
-0.5473,2018-06-22 12:28:00+00:00,0.414,0.586,0.0,@FOXTV,The DISRESPECT. 🤦‍♀️ #Empire https://t.co/fcw43R0CDu
0.4939,2018-06-21 23:29:00+00:00,0.0,0.738,0.262,@FOXTV,Here's a link to last night's #24HoursFOX: https://t.co/xfAQI38GMN 👋 https://t.co/x0vKMW7Ua2
0.0,2018-06-21 23:12:58+00:00,0.0,1.0,0.0,@FOXTV,RT @STAR: Takin' names and slayin' the selfie game. 📝📸 #NationalSelfieDay #STAR https://t.co/vSkDful01a
0.0,2018-06-21 23:12:50+00:00,0.0,1.0,0.0,@FOXTV,"RT @TheGiftedonFOX: Today's lesson from #TheGifted: power comes from within yourself(ie). ✨🤳 #NationalSelfieDay 
📷: @EmmaDumont https://t.c…"
0.8655,2018-06-21 23:12:40+00:00,0.0,0.717,0.283,@FOXTV,"RT @laurieket: @COSMOSonTV I am so looking forward to the next season of #COSMOS 🌠 I just love hearing my daughter saying ""I love science!"""
0.6114,2018-06-21 23:12:00+00:00,0.0,0.846,0.154,@FOXTV,RT @COSMOSonTV: Happy #FirstDayofSummer from #COSMOS! ☀️🌴 Did you know the Earth is actually at its furthest distance from the Sun on #Summ…
0.3612,2018-06-21 21:30:00+00:00,0.0,0.857,0.143,@FOXTV,"Sounds like you need to tune in to another explosive #OneStrangeRock, Sunday at 7/6c. 👂💥 https://t.co/sViZUtCrQr"
0.0,2018-06-21 20:12:37+00:00,0.0,1.0,0.0,@FOXTV,RT @EmpireFOX: Everyone wants a selfie with royalty. 👑 #Empire #NationalSelfieDay https://t.co/rk7GhLCbYI
0.6114,2018-06-21 20:12:30+00:00,0.0,0.734,0.266,@FOXTV,RT @24HoursFOX: Selfies bring people together — Happy #NationalSelfieDay from #24HoursFOX! 🤳 https://t.co/0MXy8YYr7K
0.8268,2018-06-21 20:01:00+00:00,0.0,0.565,0.435,@FOXTV,"A nostalgic story filled with love and laughter, consider #AChristmasStoryLive! 🎄✨ #FYC https://t.co/Z7S7ZrNwlJ"
0.0,2018-06-21 18:29:00+00:00,0.0,1.0,0.0,@FOXTV,RT if #MalcolmInTheMiddle defined your childhood. #TBT https://t.co/omBQV4IJPO
0.431,2018-06-21 17:05:33+00:00,0.0,0.737,0.263,@FOXTV,There's never a bad time for a 🤳. #NationalSelfieDay #BobsBurgers https://t.co/QFLvGkpnIl
0.6114,2018-06-21 17:05:03+00:00,0.0,0.826,0.174,@FOXTV,"RT @911onFOX: Even after a rough day, the selfie game is ALWAYS on point. 💁🏼‍♂️😂 Happy #NationalSelfieDay from #911onFOX!
📸: @oliverstarkk…"
0.3182,2018-06-21 16:30:01+00:00,0.0,0.827,0.173,@FOXTV,It's make-or-break for these artists. Catch #TheFour tonight at 8/7c. ✨ https://t.co/qFNo2RddlK
0.5859,2018-06-21 14:29:00+00:00,0.0,0.84,0.16,@FOXTV,Can both France and Argentina pull off a win? Find out today: France v Peru at 10am ET and Argentina v Croatia 1pm… https://t.co/YI1yT5QsLG
0.7263,2018-06-21 01:09:59+00:00,0.0,0.621,0.379,@FOXTV,RT @GordonRamsay: They keep getting better and better all season ! #24HoursFOX https://t.co/wxTR89965k
-0.2924,2018-06-21 01:09:54+00:00,0.166,0.834,0.0,@FOXTV,"RT @Meghan_Trainor: Tomorrow!  Don’t miss @TheFourOnFOX ! 
Thursday 8pm EST/7central 
#TheFour  🎶🎉💃🏼 https://t.co/tUNOZEfAZP"
0.3182,2018-06-28 20:40:06+00:00,0.0,0.901,0.099,@nytimes,Emma Gatewood hiking the entire Appalachian Trail by herself in one season at 67 was remarkable enough. But so is t… https://t.co/X9HjGAnhlk
0.0,2018-06-28 20:28:31+00:00,0.0,1.0,0.0,@nytimes,"Breaking News: Multiple people were shot at the Capital-Gazette newspaper in Annapolis, Md., the police said https://t.co/dR8tAPh00Y"
-0.743,2018-06-28 20:24:26+00:00,0.27,0.73,0.0,@nytimes,"Kenny Sale, a model, said he was assaulted by the photographer Mario Testino, who denied any wrongdoing.

“People w… https://t.co/7L6qMUs4kB"
0.0,2018-06-28 20:22:00+00:00,0.0,1.0,0.0,@nytimes,"Kim Rubenstein alleged sexual misconduct by Gordon Edelstein, the artistic director of the Long Wharf Theater in Ne… https://t.co/NPNSb96jD1"
-0.1027,2018-06-28 20:15:04+00:00,0.125,0.766,0.109,@nytimes,"“Your use of this to attack me personally is deeply wrong,” said Rod Rosenstein, who oversees the special counsel i… https://t.co/hqlzdRH2OG"
-0.5574,2018-06-28 20:03:29+00:00,0.175,0.825,0.0,@nytimes,"Gunshots were fired at the Capital Gazette, a newspaper in Annapolis, Md., according to a police spokesman and mult… https://t.co/iDo3ZNIcBA"
-0.3699,2018-06-28 20:00:15+00:00,0.208,0.694,0.098,@nytimes,China’s stock market has now fallen close to levels not seen since a crash shocked global investors 3 years ago https://t.co/zFFoe0opnl
0.2732,2018-06-28 19:50:03+00:00,0.073,0.791,0.136,@nytimes,"Classic architecture, international cuisine, adventurous activities and serious art: This Western New York city is… https://t.co/4hIoOHa2fa"
-0.5719,2018-06-28 19:44:00+00:00,0.144,0.856,0.0,@nytimes,"Vanessa Carlton: ""It feels terrifying to speak on the record. Once you jump off the cliff and you say it, you reali… https://t.co/Jn5xIPKYYP"
0.6369,2018-06-28 19:40:09+00:00,0.0,0.714,0.286,@nytimes,"Another Equifax worker tried to profit off the huge data breach, the SEC says https://t.co/jxvARa4xBc"
-0.7184,2018-06-28 19:30:07+00:00,0.283,0.652,0.065,@nytimes,"In a rare legal move, French authorities have charged the cement giant Lafarge with terrorist financing and crimes… https://t.co/E7nIfk7cjC"
0.2732,2018-06-28 19:20:04+00:00,0.113,0.724,0.163,@nytimes,"The Supreme Court ended a bruising term on Wednesday, one marked by division, disruption and an extraordinary strin… https://t.co/pkmC0iviCK"
0.6369,2018-06-28 19:15:45+00:00,0.0,0.766,0.234,@nytimes,"Helen Donahue, a former Vice Media employee who said a company executive groped her at a party: “It was like every… https://t.co/w5X2INrTuL"
0.0,2018-06-28 19:15:28+00:00,0.0,1.0,0.0,@nytimes,Karin Bruckner spoke about having the architect Richard Meier rub his body up against hers at work. (Meier later ap… https://t.co/GjZBDa3K0D
0.0,2018-06-28 19:10:09+00:00,0.0,1.0,0.0,@nytimes,"Our Politics editor, @patrickhealynyt, answered readers’ questions on The Times’s political coverage and plans for… https://t.co/mZkDGnkxVl"
0.0,2018-06-28 19:00:06+00:00,0.0,1.0,0.0,@nytimes,The group stage of the 2018 World Cup is nearly over. Here is the schedule for the rest of the tournament. https://t.co/dD6jSI9PKB
0.34,2018-06-28 18:50:04+00:00,0.0,0.882,0.118,@nytimes,Investigators with the Department of Homeland Security made an unannounced visit to the home of a former ICE spokes… https://t.co/o7HG8DcdLm
0.0,2018-06-28 18:40:05+00:00,0.0,1.0,0.0,@nytimes,"Jerry Richardson, the owner of the Carolina Panthers who is in the process of selling the team for $2.2 billion, wa… https://t.co/AzhVuSCHZf"
-0.0762,2018-06-28 18:30:07+00:00,0.097,0.903,0.0,@nytimes,"How long can humans live? The limit hasn't been reached, a study finds. https://t.co/9TCvx9XqOR"
-0.5423,2018-06-28 18:24:00+00:00,0.149,0.851,0.0,@nytimes,"Lindsay Meyer, who spoke about Silicon Valley’s culture of harassment: “I was on the verge of getting my big second… https://t.co/7laDAOMham"
0.0,2018-06-28 18:20:01+00:00,0.0,1.0,0.0,@nytimes,"A politician who is trying to get rid of speed cameras around city schools has racked up tickets in March, April an… https://t.co/ojYfTFHPXA"
-0.09,2018-06-28 18:15:09+00:00,0.192,0.665,0.142,@nytimes,England vs. Belgium is a World Cup heavyweight battle. But both teams may be better off losing this game. Live upda… https://t.co/jYUQFuomOS
0.1779,2018-06-28 18:10:01+00:00,0.0,0.909,0.091,@nytimes,"As Amazon continues its pursuit to own everyone and everything, it is buying an online pharmacy, PillPack https://t.co/DL8J5HK4Cp"
0.7351,2018-06-28 18:06:06+00:00,0.0,0.721,0.279,@nytimes,"RT @adamliptak: My look back at the last Supreme Court term, with stunning, telling graphics from @aliciaparlap https://t.co/GD85hKMcjR"
-0.8402,2018-06-28 18:00:11+00:00,0.31,0.69,0.0,@nytimes,"“There was no evidence in our case. And there is no evidence of terrorism here now,” George Takei said. “What the c… https://t.co/8zmgRAg2RK"
-0.8176,2018-06-28 17:55:00+00:00,0.321,0.679,0.0,@nytimes,"Chris Brown said he'd been sexually abused at 17 by the conductor James Levine, who denied the accusations.

""I did… https://t.co/AH3wZri9Zb"
0.0,2018-06-28 17:50:03+00:00,0.0,1.0,0.0,@nytimes,"Setting down his glass of rosé, John Legend performed a handful of songs including “La Vie en Rose” (of course) https://t.co/abH9V8Xfdf"
-0.8442,2018-06-28 17:40:05+00:00,0.426,0.456,0.118,@nytimes,Britain’s intelligence services tolerated and abetted “inexcusable” abuse of terrorism suspects by their American c… https://t.co/UUN0UZXGfE
0.0,2018-06-28 17:30:13+00:00,0.0,1.0,0.0,@nytimes,"2018 is ""officially, extremely canceled"" https://t.co/rSVC5CCQYs"
0.0516,2018-06-28 17:24:00+00:00,0.151,0.647,0.203,@nytimes,Julie Ruvolo spoke about Silicon Valley's use of nondisclosure agreements to resolve harassment claims. She said An… https://t.co/tl2CHXj3wM
0.2263,2018-06-28 17:20:05+00:00,0.111,0.741,0.148,@nytimes,"While students publicly praise ideological classes on Mao, in private many say they find the courses dull and irrel… https://t.co/xTdxiNnBWF"
-0.4449,2018-06-28 17:10:04+00:00,0.163,0.837,0.0,@nytimes,"In 2016, Mitch McConnell repeatedly cited a nonexistent Senate “tradition” of not considering Supreme Court nominee… https://t.co/sTv6lK4plJ"
-0.6908,2018-06-28 17:00:17+00:00,0.26,0.65,0.09,@nytimes,A region that is already home to some of the world’s poorest and hungriest people could face greater misery if noth… https://t.co/cpGqkXyR6L
0.5267,2018-06-28 16:50:05+00:00,0.0,0.827,0.173,@nytimes,"In an effort to help get its millions of packages to shoppers faster, Amazon wants to build an army of delivery peo… https://t.co/RbvjpVp4eM"
-0.2263,2018-06-28 16:46:15+00:00,0.091,0.909,0.0,@nytimes,"Gwyneth Paltrow, who told us how she was expected to keep Harvey Weinstein's unwanted advances a secret, said to se… https://t.co/bKGOwAUWIQ"
0.0,2018-06-28 16:44:00+00:00,0.0,1.0,0.0,@nytimes,"Deborah Harris reported being “berated and humiliated” by Benjamin Genocchio, the executive director of the Armory… https://t.co/6msApPNkyi"
0.7184,2018-06-28 16:40:07+00:00,0.0,0.727,0.273,@nytimes,"Along with the seismic triumph of Alexandria Ocasio-Cortez in New York, Ben Jealous's victory signaled enthusiasm b… https://t.co/QmekU9jkkp"
0.0,2018-06-28 16:30:20+00:00,0.0,1.0,0.0,@nytimes,"The movie ""Rabbit-Proof Fence"" told the story of Daisy Kadibil and 2 other Aboriginal Australians who were taken fr… https://t.co/nn1VtHnfpu"
